Ticker,Stock Name,Price Code,Ratios Code,In Market?
ADEP,Adept Technology,GOOG/NASDAQ_ADEP,DMDRN/ADEP_ALLFINANCIALRATIOS,Active
ADES,Ada-Es,GOOG/NASDAQ_ADES,DMDRN/ADES_ALLFINANCIALRATIOS,Active
ADEX,ADE Corp Mass,NA,DMDRN/ADEX_ALLFINANCIALRATIOS,Not Active
ADFS,American Defense Systems Inc.,GOOG/PINK_ADFS,DMDRN/ADFS_ALLFINANCIALRATIOS,Active
ADG,Allied Defense Group Inc,NA,DMDRN/ADG_ALLFINANCIALRATIOS,Not Active
ADGE,American Dg Energy Inc.,GOOG/AMEX_ADGE,DMDRN/ADGE_ALLFINANCIALRATIOS,Active
ADGF,Adams Golf Inc.,NA,DMDRN/ADGF_ALLFINANCIALRATIOS,Not Active
ADGI,American Diversified Group Inc,NA,DMDRN/ADGI_ALLFINANCIALRATIOS,Not Active
ADGO,Adams Golf Inc.,NA,DMDRN/ADGO_ALLFINANCIALRATIOS,Not Active
ADGR,AdAl Group Inc,NA,DMDRN/ADGR_ALLFINANCIALRATIOS,Not Active
ADH,Allied Healthcare Intl Inc,NA,DMDRN/ADH_ALLFINANCIALRATIOS,Not Active
ADI,Analog Devices,GOOG/NASDAQ_ADI,DMDRN/ADI_ALLFINANCIALRATIOS,Active
ADIC,Advanced Digital,NA,DMDRN/ADIC_ALLFINANCIALRATIOS,Not Active
ADII,ADVA International Inc,NA,DMDRN/ADII_ALLFINANCIALRATIOS,Not Active
ADIN,Aviation Distributions,NA,DMDRN/ADIN_ALLFINANCIALRATIOS,Not Active
ADK,Adcare Health Systems Inc,GOOG/AMEX_ADK,DMDRN/ADK_ALLFINANCIALRATIOS,Active
ADKU,ADCARE Health System Inc,NA,DMDRN/ADKU_ALLFINANCIALRATIOS,Not Active
ADL,AMDL Inc,NA,DMDRN/ADL_ALLFINANCIALRATIOS,Not Active
ADLAC,Adelphia Communic. 'A',NA,DMDRN/ADLAC_ALLFINANCIALRATIOS,Not Active
ADLI,American Dental Tech.,GOOG/PINK_ADLI,DMDRN/ADLI_ALLFINANCIALRATIOS,Active
ADLR,Adolor Corp,NA,DMDRN/ADLR_ALLFINANCIALRATIOS,Not Active
ADLS,Advanced Life Sciences Hldgs,GOOG/PINK_ADLS,DMDRN/ADLS_ALLFINANCIALRATIOS,Active
ADLT,Advanced Ltg Tech Inc,NA,DMDRN/ADLT_ALLFINANCIALRATIOS,Not Active
ADM,Archer-Daniels-Midland Company,GOOG/NYSE_ADM,DMDRN/ADM_ALLFINANCIALRATIOS,Active
ADMG,Advanced Materials Grp,NA,DMDRN/ADMG_ALLFINANCIALRATIOS,Not Active
ADMGQ,Advanced Materials Grp,NA,DMDRN/ADMGQ_ALLFINANCIALRATIOS,Not Active
ADMP,Adamis Pharmaceuticals Corp,GOOG/PINK_ADMP,DMDRN/ADMP_ALLFINANCIALRATIOS,Active
ADMT,Adm Tronics Unlimited Inc,GOOG/PINK_ADMT,DMDRN/ADMT_ALLFINANCIALRATIOS,Active
ADNC,Audience Inc.,GOOG/NASDAQ_ADNC,DMDRN/ADNC_ALLFINANCIALRATIOS,Active
ADNT,Ardent Mines Limited,GOOG/PINK_ADNT,DMDRN/ADNT_ALLFINANCIALRATIOS,Active
ADNW,Auto Data Network Inc,NA,DMDRN/ADNW_ALLFINANCIALRATIOS,Not Active
ADNY,Adino Energy Corp,GOOG/PINK_ADNY,DMDRN/ADNY_ALLFINANCIALRATIOS,Active
ADO,Adecco SA ADR,NA,DMDRN/ADO_ALLFINANCIALRATIOS,Not Active
ADOT,Advanced Optics Electronics In,NA,DMDRN/ADOT_ALLFINANCIALRATIOS,Not Active
ADP,Automatic Data Processing,GOOG/NASDAQ_ADP,DMDRN/ADP_ALLFINANCIALRATIOS,Active
ADPI,American Dental Partners,NA,DMDRN/ADPI_ALLFINANCIALRATIOS,Not Active
ADPT,Adaptec Inc.,NA,DMDRN/ADPT_ALLFINANCIALRATIOS,Not Active
ADRM,Aduromed Inds Inc,NA,DMDRN/ADRM_ALLFINANCIALRATIOS,Not Active
ADRX,Andrx Group,NA,DMDRN/ADRX_ALLFINANCIALRATIOS,Not Active
ADS,Alliance Data Systems Corp.,GOOG/NYSE_ADS,DMDRN/ADS_ALLFINANCIALRATIOS,Active
ADSD,Addison-Davis Diagnostics Inc,NA,DMDRN/ADSD_ALLFINANCIALRATIOS,Not Active
ADSK,Autodesk,GOOG/NASDAQ_ADSK,DMDRN/ADSK_ALLFINANCIALRATIOS,Active
ADSN,Advanced Systems Intl,NA,DMDRN/ADSN_ALLFINANCIALRATIOS,Not Active
ADSP,Ariel Corp,NA,DMDRN/ADSP_ALLFINANCIALRATIOS,Not Active
ADSPE,Ariel Corp,NA,DMDRN/ADSPE_ALLFINANCIALRATIOS,Not Active
ADSPQ,Ariel Corp,NA,DMDRN/ADSPQ_ALLFINANCIALRATIOS,Not Active
ADST,AdStar.com Inc.,GOOG/PINK_ADST,DMDRN/ADST_ALLFINANCIALRATIOS,Active
ADSV,Allied Security Innovations,GOOG/PINK_ADSV,DMDRN/ADSV_ALLFINANCIALRATIOS,Active
ADSX,Applied Digital Solutions,NA,DMDRN/ADSX_ALLFINANCIALRATIOS,Not Active
ADT,ADT Corp. (The),GOOG/NYSE_ADT,DMDRN/ADT_ALLFINANCIALRATIOS,Active
ADTK,Adept Technology Inc,NA,DMDRN/ADTK_ALLFINANCIALRATIOS,Not Active
ADTN,Adtran,GOOG/NASDAQ_ADTN,DMDRN/ADTN_ALLFINANCIALRATIOS,Active
ADUS,Addus Homecare Corp.,GOOG/NASDAQ_ADUS,DMDRN/ADUS_ALLFINANCIALRATIOS,Active
ADV,Advest Group,NA,DMDRN/ADV_ALLFINANCIALRATIOS,Not Active
ADVC,Advant-E Corporation,GOOG/PINK_ADVC,DMDRN/ADVC_ALLFINANCIALRATIOS,Active
ADVE,Adven Inc,NA,DMDRN/ADVE_ALLFINANCIALRATIOS,Not Active
ADVI,Advanced Gaming Technology Inc,NA,DMDRN/ADVI_ALLFINANCIALRATIOS,Not Active
ADVNA,ADVANTA Corp. 'A',NA,DMDRN/ADVNA_ALLFINANCIALRATIOS,Not Active
ADVNQ,Advanta Corp. 'A',NA,DMDRN/ADVNQ_ALLFINANCIALRATIOS,Not Active
ADVP,Advance Paradigm,NA,DMDRN/ADVP_ALLFINANCIALRATIOS,Not Active
ADVR,Advanced Viral Research Corp,NA,DMDRN/ADVR_ALLFINANCIALRATIOS,Not Active
ADVS,Advent Software,GOOG/NASDAQ_ADVS,DMDRN/ADVS_ALLFINANCIALRATIOS,Active
ADW/A.TO,Andres Wines Ltd. 'A',NA,DMDRN/ADW_A_TO_ALLFINANCIALRATIOS,Active
ADW/B.TO,Andres Wines Ltd,NA,DMDRN/ADW_B_TO_ALLFINANCIALRATIOS,Active
ADWA.TO,Andres Wines Ltd. 'A',NA,DMDRN/ADWA_TO_ALLFINANCIALRATIOS,Not Active
ADWB.TO,Andres Wines Ltd,NA,DMDRN/ADWB_TO_ALLFINANCIALRATIOS,Not Active
ADX,Adams Express Company,GOOG/NYSE_ADX,DMDRN/ADX_ALLFINANCIALRATIOS,Active
ADXM,Adex Media Inc.,GOOG/PINK_ADXM,DMDRN/ADXM_ALLFINANCIALRATIOS,Not Active
ADY,Feihe International,GOOG/NYSE_ADY,DMDRN/ADY_ALLFINANCIALRATIOS,Not Active
ADZA,Adeza Biomedical Corp,NA,DMDRN/ADZA_ALLFINANCIALRATIOS,Not Active
ADZR,AdZone Reasearch Inc.,GOOG/PINK_ADZR,DMDRN/ADZR_ALLFINANCIALRATIOS,Not Active
AE,Adams Resources & Energy,GOOG/AMEX_AE,DMDRN/AE_ALLFINANCIALRATIOS,Active
AEA,Advance Amer Cash Advance Ctrs,NA,DMDRN/AEA_ALLFINANCIALRATIOS,Not Active
AEC,Associated Estates Realty Corp.,GOOG/NYSE_AEC,DMDRN/AEC_ALLFINANCIALRATIOS,Active
AEC.TO,Alberta Energy Co. Ltd.,NA,DMDRN/AEC_TO_ALLFINANCIALRATIOS,Not Active
AECC,The American Education Corp,NA,DMDRN/AECC_ALLFINANCIALRATIOS,Not Active
AEDU,American Education Co,NA,DMDRN/AEDU_ALLFINANCIALRATIOS,Not Active
AEE,Ameren Corp.,GOOG/NYSE_AEE,DMDRN/AEE_ALLFINANCIALRATIOS,Active
AEG,Aegon Nv,GOOG/NYSE_AEG,DMDRN/AEG_ALLFINANCIALRATIOS,Active
AEGG,The American Energy Group Ltd,GOOG/PINK_AEGG,DMDRN/AEGG_ALLFINANCIALRATIOS,Not Active
AEGN,Aegoin Corp,GOOG/NASDAQ_AEGN,DMDRN/AEGN_ALLFINANCIALRATIOS,Active
AEGR,Aegerion Pharmaceuticals,GOOG/NASDAQ_AEGR,DMDRN/AEGR_ALLFINANCIALRATIOS,Active
AEHR,Aehr Test Systems,GOOG/NASDAQ_AEHR,DMDRN/AEHR_ALLFINANCIALRATIOS,Active
AEIS,Advanced Energy Industries,GOOG/NASDAQ_AEIS,DMDRN/AEIS_ALLFINANCIALRATIOS,Active
AEL,American Equity Investment Life,GOOG/NYSE_AEL,DMDRN/AEL_ALLFINANCIALRATIOS,Active
AEM,Agnico-Eagle Mines Limited,GOOG/NYSE_AEM,DMDRN/AEM_ALLFINANCIALRATIOS,Active
AEMD,Aethlon Medical Inc,NA,DMDRN/AEMD_ALLFINANCIALRATIOS,Active
AEMI,Access to Money Inc.,NA,DMDRN/AEMI_ALLFINANCIALRATIOS,Not Active
AEN,AMC Entertainment,NA,DMDRN/AEN_ALLFINANCIALRATIOS,Not Active
AENG,Advanced Engine Technologies I,GOOG/PINK_AENG,DMDRN/AENG_ALLFINANCIALRATIOS,Active
AENP,American Energy Production In,GOOG/PINK_AENP,DMDRN/AENP_ALLFINANCIALRATIOS,Not Active
AEO,American Eagle Outfitters,GOOG/NYSE_AEO,DMDRN/AEO_ALLFINANCIALRATIOS,Active
AEOS,Amer. Eagle Outfitters,NA,DMDRN/AEOS_ALLFINANCIALRATIOS,Not Active
AEP,American Electric Power Company,GOOG/NYSE_AEP,DMDRN/AEP_ALLFINANCIALRATIOS,Active
AEPI,Aep Industries Inc.,GOOG/NASDAQ_AEPI,DMDRN/AEPI_ALLFINANCIALRATIOS,Active
AER,Aercap Holdings N.V.,GOOG/NYSE_AER,DMDRN/AER_ALLFINANCIALRATIOS,Active
AERG,Applied Energetics Inc,GOOG/PINK_AERG,DMDRN/AERG_ALLFINANCIALRATIOS,Active
AERL,Asia Entertainment & Resources Ltd,GOOG/NASDAQ_AERL,DMDRN/AERL_ALLFINANCIALRATIOS,Active
AERN,AER Energy Res.,NA,DMDRN/AERN_ALLFINANCIALRATIOS,Not Active
AERO,Aero Grow International Inc,GOOG/PINK_AERO,DMDRN/AERO_ALLFINANCIALRATIOS,Active
AERS,Aero System Engineer,GOOG/PINK_AERS,DMDRN/AERS_ALLFINANCIALRATIOS,Not Active
AERT,Advanced Environ Recycling Tec,GOOG/PINK_AERT,DMDRN/AERT_ALLFINANCIALRATIOS,Active
AERTA,Advanced Environ Recycling Tec,NA,DMDRN/AERTA_ALLFINANCIALRATIOS,Not Active
AES,The Aes Corp.,GOOG/NYSE_AES,DMDRN/AES_ALLFINANCIALRATIOS,Active
AESP,Advanced Elect Support Prods,NA,DMDRN/AESP_ALLFINANCIALRATIOS,Not Active
AET,Aetna Inc.,GOOG/NYSE_AET,DMDRN/AET_ALLFINANCIALRATIOS,Active
AETC,Applied Extrusion Tech.,NA,DMDRN/AETC_ALLFINANCIALRATIOS,Not Active
AETH,Aether Systems,NA,DMDRN/AETH_ALLFINANCIALRATIOS,Not Active
AETI,American Electric Technologies,GOOG/NASDAQ_AETI,DMDRN/AETI_ALLFINANCIALRATIOS,Active
AEXCA,Ampex Corp.,NA,DMDRN/AEXCA_ALLFINANCIALRATIOS,Not Active
AEY,Addvantage Technologies Group,GOOG/NASDAQ_AEY,DMDRN/AEY_ALLFINANCIALRATIOS,Active
AEYS,American Energy Services Inc,NA,DMDRN/AEYS_ALLFINANCIALRATIOS,Not Active
AEZ,American Oil & Gas Inc,NA,DMDRN/AEZ_ALLFINANCIALRATIOS,Not Active
AEZ.TO,AEterna Zentaris Inc,YAHOO/TSX_AEZ_TO,DMDRN/AEZ_TO_ALLFINANCIALRATIOS,Active
AF,Astoria Financial Corp.,GOOG/NYSE_AF,DMDRN/AF_ALLFINANCIALRATIOS,Active
AFAM,Almost Family Inc,GOOG/NASDAQ_AFAM,DMDRN/AFAM_ALLFINANCIALRATIOS,Active
AFBA,Allied First Bancorp Inc.,NA,DMDRN/AFBA_ALLFINANCIALRATIOS,Not Active
AFBC,Advance Finl Bancorp,NA,DMDRN/AFBC_ALLFINANCIALRATIOS,Not Active
AFBK,Albermarle First Bank,NA,DMDRN/AFBK_ALLFINANCIALRATIOS,Not Active
AFBR,Asia Fiber Holdings Limited,NA,DMDRN/AFBR_ALLFINANCIALRATIOS,Not Active
AFBRE,Asia Fiber Holdings Limited,NA,DMDRN/AFBRE_ALLFINANCIALRATIOS,Not Active
AFC,Allied Capital Corp.,GOOG/NYSE_AFC,DMDRN/AFC_ALLFINANCIALRATIOS,Not Active
AFCB,Athens Bancshares Corp.,GOOG/NASDAQ_AFCB,DMDRN/AFCB_ALLFINANCIALRATIOS,Active
AFCE,Afc Enterprises,GOOG/NASDAQ_AFCE,DMDRN/AFCE_ALLFINANCIALRATIOS,Active
AFCI,Advanced Fibre,NA,DMDRN/AFCI_ALLFINANCIALRATIOS,Not Active
AFCO,Applied Films,NA,DMDRN/AFCO_ALLFINANCIALRATIOS,Not Active
AFDM,African Diamond Company Inc,NA,DMDRN/AFDM_ALLFINANCIALRATIOS,Not Active
AFEM,A-FEM Medical Corp,NA,DMDRN/AFEM_ALLFINANCIALRATIOS,Not Active
AFFI,Affinity Tech Group,NA,DMDRN/AFFI_ALLFINANCIALRATIOS,Not Active
AFFIQ,Affinity Tech Group,NA,DMDRN/AFFIQ_ALLFINANCIALRATIOS,Not Active
AFFM,Affirmative Ins. Hldgs,GOOG/PINK_AFFM,DMDRN/AFFM_ALLFINANCIALRATIOS,Active
AFFX,Affymetrix,GOOG/NASDAQ_AFFX,DMDRN/AFFX_ALLFINANCIALRATIOS,Active
AFFY,Affymax,GOOG/NASDAQ_AFFY,DMDRN/AFFY_ALLFINANCIALRATIOS,Active
AFG,American Financial Group,GOOG/NYSE_AFG,DMDRN/AFG_ALLFINANCIALRATIOS,Active
AFL,Aflac Incorporated,GOOG/NYSE_AFL,DMDRN/AFL_ALLFINANCIALRATIOS,Active
AFN,Alesco Financial Inc,NA,DMDRN/AFN_ALLFINANCIALRATIOS,Not Active
AFNG,Anchor Funding Services Inc.,NA,DMDRN/AFNG_ALLFINANCIALRATIOS,Not Active
AFOP,Alliance Fiber Optic Products,GOOG/NASDAQ_AFOP,DMDRN/AFOP_ALLFINANCIALRATIOS,Active
AFP,United Capital Corp.,NA,DMDRN/AFP_ALLFINANCIALRATIOS,Not Active
AFPC,AFP Imaging,NA,DMDRN/AFPC_ALLFINANCIALRATIOS,Not Active
AFPW,AlumiFuel Power Corp,GOOG/PINK_AFPW,DMDRN/AFPW_ALLFINANCIALRATIOS,Active
AFSI,Amtrust Financial Services,GOOG/NASDAQ_AFSI,DMDRN/AFSI_ALLFINANCIALRATIOS,Active
AFT,Apollo Senior Floating Rate Fund Inc.,GOOG/NYSE_AFT,DMDRN/AFT_ALLFINANCIALRATIOS,Not Active
AFTC,American Film Technologies Inc,NA,DMDRN/AFTC_ALLFINANCIALRATIOS,Not Active
AFVS,AFV Solutions Inc,NA,DMDRN/AFVS_ALLFINANCIALRATIOS,Not Active
AFWY,Amer. Freightways,NA,DMDRN/AFWY_ALLFINANCIALRATIOS,Not Active
AG,First Majestic Silver,GOOG/NYSE_AG,DMDRN/AG_ALLFINANCIALRATIOS,Not Active
AGA,DB Agriculture Dble Short ETN Powershares,NA,DMDRN/AGA_ALLFINANCIALRATIOS,Not Active
AGAM,Acres Gaming Inc.,NA,DMDRN/AGAM_ALLFINANCIALRATIOS,Not Active
AGATQ,U.S. Aggregates Inc,NA,DMDRN/AGATQ_ALLFINANCIALRATIOS,Not Active
AGAX,Argan Inc.,NA,DMDRN/AGAX_ALLFINANCIALRATIOS,Not Active
AGBG,Ag Bag Intl Ltd.,NA,DMDRN/AGBG_ALLFINANCIALRATIOS,Not Active
AGC,Advent Claymore Convertible Securities,NA,DMDRN/AGC_ALLFINANCIALRATIOS,Not Active
AGCC,Anchor Glass Container Corp,NA,DMDRN/AGCC_ALLFINANCIALRATIOS,Not Active
AGCCQ,Anchor Glass Container Corp,NA,DMDRN/AGCCQ_ALLFINANCIALRATIOS,Not Active
AGCH,Ag-Chem Equip Co. Inc.,NA,DMDRN/AGCH_ALLFINANCIALRATIOS,Not Active
AGCI,AngelCiti Entertaimnet Inc.,GOOG/PINK_AGCI,DMDRN/AGCI_ALLFINANCIALRATIOS,Not Active
AGCO,Agco Corp.,GOOG/NYSE_AGCO,DMDRN/AGCO_ALLFINANCIALRATIOS,Active
AGCX,Asia Global Crossing Ltd.,NA,DMDRN/AGCX_ALLFINANCIALRATIOS,Not Active
AGCZ,Andes Gold Corp,GOOG/PINK_AGCZ,DMDRN/AGCZ_ALLFINANCIALRATIOS,Active
AGD,Alpine Global Dynamic Dividend Fund,NA,DMDRN/AGD_ALLFINANCIALRATIOS,Not Active
AGE,Edwards (A.G.),NA,DMDRN/AGE_ALLFINANCIALRATIOS,Not Active
AGEN,Agenus Inc.,GOOG/NASDAQ_AGEN,DMDRN/AGEN_ALLFINANCIALRATIOS,Active
AGF/B.TO,AGF Management Ltd. 'B',NA,DMDRN/AGF_B_TO_ALLFINANCIALRATIOS,Active
AGFB.TO,AGF Management Ltd. 'B',NA,DMDRN/AGFB_TO_ALLFINANCIALRATIOS,Not Active
AGH,Atlantis Plastics,NA,DMDRN/AGH_ALLFINANCIALRATIOS,Not Active
AGI,Alpine Group,GOOG/NYSE_AGI,DMDRN/AGI_ALLFINANCIALRATIOS,Not Active
AGIA,Athanor Group Inc,NA,DMDRN/AGIA_ALLFINANCIALRATIOS,Not Active
AGII,Argo Group International Holdings Ltd,GOOG/NASDAQ_AGII,DMDRN/AGII_ALLFINANCIALRATIOS,Active
AGIL,Agile Software Corp,NA,DMDRN/AGIL_ALLFINANCIALRATIOS,Not Active
AGIS,Aegis Communications Group Inc,NA,DMDRN/AGIS_ALLFINANCIALRATIOS,Not Active
AGIX,AtheroGenics Inc,NA,DMDRN/AGIX_ALLFINANCIALRATIOS,Not Active
AGL,Angelica Corp.,NA,DMDRN/AGL_ALLFINANCIALRATIOS,Not Active
AGLF,Atlantic Gulf Commun,NA,DMDRN/AGLF_ALLFINANCIALRATIOS,Not Active
AGM,Federal Agricultural Mortgage Corp.,GOOG/NYSE_AGM,DMDRN/AGM_ALLFINANCIALRATIOS,Active
AGM/A,Federal Agric Mtg Corp,NA,DMDRN/AGM_A_ALLFINANCIALRATIOS,Active
AGMB,Along Mobile Technology Inc,NA,DMDRN/AGMB_ALLFINANCIALRATIOS,Not Active
AGMN,Amalgamated Technologies Inc,NA,DMDRN/AGMN_ALLFINANCIALRATIOS,Not Active
AGMX,Angelo and Maxie's Inc.,NA,DMDRN/AGMX_ALLFINANCIALRATIOS,Not Active
AGN,Allergan,GOOG/NYSE_AGN,DMDRN/AGN_ALLFINANCIALRATIOS,Active
AGNI,Agronix Inc.,NA,DMDRN/AGNI_ALLFINANCIALRATIOS,Not Active
AGNM,Acrongenomics inc,GOOG/PINK_AGNM,DMDRN/AGNM_ALLFINANCIALRATIOS,Not Active
AGNT,Argonaut Technologies Inc,NA,DMDRN/AGNT_ALLFINANCIALRATIOS,Not Active
AGO,Assured Guaranty Ltd,GOOG/NYSE_AGO,DMDRN/AGO_ALLFINANCIALRATIOS,Active
AGP,Amerigroup Corp.,GOOG/NYSE_AGP,DMDRN/AGP_ALLFINANCIALRATIOS,Not Active
AGPF,Art International Inc,NA,DMDRN/AGPF_ALLFINANCIALRATIOS,Not Active
AGR,Agere Systems Inc,NA,DMDRN/AGR_ALLFINANCIALRATIOS,Not Active
AGRN,AgroCan Corporation,NA,DMDRN/AGRN_ALLFINANCIALRATIOS,Not Active
AGRO,Adecoagro S.A.,GOOG/NYSE_AGRO,DMDRN/AGRO_ALLFINANCIALRATIOS,Active
AGS,Saga Sys Inc,NA,DMDRN/AGS_ALLFINANCIALRATIOS,Not Active
AGSI,Aegis Assessments Inc,NA,DMDRN/AGSI_ALLFINANCIALRATIOS,Not Active
AGT,Apollo Gold Corp,NA,DMDRN/AGT_ALLFINANCIALRATIOS,Not Active
AGTE,Agate Technologies Inc,NA,DMDRN/AGTE_ALLFINANCIALRATIOS,Not Active
AGTT,Angstrom Technologies Inc,NA,DMDRN/AGTT_ALLFINANCIALRATIOS,Not Active
AGTX,Applied Graphics Tech,NA,DMDRN/AGTX_ALLFINANCIALRATIOS,Not Active
AGU,Agrium Inc.,GOOG/NYSE_AGU,DMDRN/AGU_ALLFINANCIALRATIOS,Active
AGVS,NDC AUTOMATION INC,NA,DMDRN/AGVS_ALLFINANCIALRATIOS,Not Active
AGWS,Advanced Growing Systems Inc,NA,DMDRN/AGWS_ALLFINANCIALRATIOS,Not Active
AGWT,Atmospheric Glow Technologies,NA,DMDRN/AGWT_ALLFINANCIALRATIOS,Not Active
AGX,Argan,GOOG/AMEX_AGX,DMDRN/AGX_ALLFINANCIALRATIOS,Active
AGY,Argosy Gaming,NA,DMDRN/AGY_ALLFINANCIALRATIOS,Not Active
AGYS,Agilysys,GOOG/NASDAQ_AGYS,DMDRN/AGYS_ALLFINANCIALRATIOS,Active
AH,Accretive Health,GOOG/NYSE_AH,DMDRN/AH_ALLFINANCIALRATIOS,Active
AHAA,Alpha Industries,NA,DMDRN/AHAA_ALLFINANCIALRATIOS,Not Active
AHAG,Alpha Technologies Grp.,GOOG/PINK_AHAG,DMDRN/AHAG_ALLFINANCIALRATIOS,Not Active
AHAI,Access Health Alternatives In,NA,DMDRN/AHAI_ALLFINANCIALRATIOS,Not Active
AHC,A.H. Belo Corp.,GOOG/NYSE_AHC,DMDRN/AHC_ALLFINANCIALRATIOS,Active
AHCI,Ambanc Hldg Inc,NA,DMDRN/AHCI_ALLFINANCIALRATIOS,Not Active
AHD,Atlas Pipeline Holdings LP,NA,DMDRN/AHD_ALLFINANCIALRATIOS,Not Active
AHDS,Alfa International Hldgs Co.,NA,DMDRN/AHDS_ALLFINANCIALRATIOS,Not Active
AHFP,American Home Food Prods Inc,GOOG/PINK_AHFP,DMDRN/AHFP_ALLFINANCIALRATIOS,Active
AHG,Apria Healthcare,NA,DMDRN/AHG_ALLFINANCIALRATIOS,Not Active
AHGP,Alliance Holdings Gp L.P.,GOOG/NASDAQ_AHGP,DMDRN/AHGP_ALLFINANCIALRATIOS,Active
AHI,Allied Holdings Inc.,NA,DMDRN/AHI_ALLFINANCIALRATIOS,Not Active
AHII,Animal Health Intl Inc,NA,DMDRN/AHII_ALLFINANCIALRATIOS,Not Active
AHIZQ,Allied Holdings Inc.,NA,DMDRN/AHIZQ_ALLFINANCIALRATIOS,Not Active
AHL,Aspen Insurance Holdings,GOOG/NYSE_AHL,DMDRN/AHL_ALLFINANCIALRATIOS,Active
AHLS,AHL Services,NA,DMDRN/AHLS_ALLFINANCIALRATIOS,Not Active
AHMX,Access Health Alternatives Inc,NA,DMDRN/AHMX_ALLFINANCIALRATIOS,Not Active
AHN,ATC Healthcare Inc,NA,DMDRN/AHN_ALLFINANCIALRATIOS,Not Active
AHNA,ATC Healthcare Inc,NA,DMDRN/AHNA_ALLFINANCIALRATIOS,Not Active
AHNC,Atchison Casting,NA,DMDRN/AHNC_ALLFINANCIALRATIOS,Not Active
AHNCQ,Atchison Casting,NA,DMDRN/AHNCQ_ALLFINANCIALRATIOS,Not Active
AHNR,Athena Silver Corp,GOOG/PINK_AHNR,DMDRN/AHNR_ALLFINANCIALRATIOS,Active
AHO,Ahold ADR,NA,DMDRN/AHO_ALLFINANCIALRATIOS,Not Active
AHOM,American HomePatient,NA,DMDRN/AHOM_ALLFINANCIALRATIOS,Not Active
AHOME,American HomePatient,NA,DMDRN/AHOME_ALLFINANCIALRATIOS,Not Active
AHP,Amer. Home Products,NA,DMDRN/AHP_ALLFINANCIALRATIOS,Not Active
AHPI,Allied Healthcare Products,GOOG/NASDAQ_AHPI,DMDRN/AHPI_ALLFINANCIALRATIOS,Active
AHR,Anthracite Cap Corp,NA,DMDRN/AHR_ALLFINANCIALRATIOS,Not Active
AHS,Amn Healthcare Services Inc,GOOG/NYSE_AHS,DMDRN/AHS_ALLFINANCIALRATIOS,Active
AHWY,audiohighway.com,NA,DMDRN/AHWY_ALLFINANCIALRATIOS,Not Active
AHX.TO,Adherex Technologies INC,YAHOO/TSX_AHX_TO,DMDRN/AHX_TO_ALLFINANCIALRATIOS,Active
AI,Arlington Asset Investment Corp,GOOG/NYSE_AI,DMDRN/AI_ALLFINANCIALRATIOS,Active
AIA,S&P Asia 50 Index Ishares,GOOG/AMEX_AIA,DMDRN/AIA_ALLFINANCIALRATIOS,Not Active
AICIQ,Acceptance Insurance,GOOG/PINK_AICIQ,DMDRN/AICIQ_ALLFINANCIALRATIOS,Not Active
AICO,Amcast Industrial,NA,DMDRN/AICO_ALLFINANCIALRATIOS,Not Active
AICQE,Amcast Industrial,NA,DMDRN/AICQE_ALLFINANCIALRATIOS,Not Active
AICX,Applied Imaging,NA,DMDRN/AICX_ALLFINANCIALRATIOS,Not Active
AICXE,Applied Imaging,NA,DMDRN/AICXE_ALLFINANCIALRATIOS,Not Active
AID,Law Enforcement Assoc. Corp,NA,DMDRN/AID_ALLFINANCIALRATIOS,Not Active
AIDO,Advanced ID Corp.,GOOG/PINK_AIDO,DMDRN/AIDO_ALLFINANCIALRATIOS,Not Active
AIF,Acceptance Insurance,NA,DMDRN/AIF_ALLFINANCIALRATIOS,Not Active
AIG,American International Group,GOOG/NYSE_AIG,DMDRN/AIG_ALLFINANCIALRATIOS,Active
AIGI,Adair International Oil & Gas,NA,DMDRN/AIGI_ALLFINANCIALRATIOS,Not Active
AIH,Ablest Inc.,NA,DMDRN/AIH_ALLFINANCIALRATIOS,Not Active
AII,Aldabra 2 Acq. Corp,NA,DMDRN/AII_ALLFINANCIALRATIOS,Not Active
AIII,Autologic Info Intl,NA,DMDRN/AIII_ALLFINANCIALRATIOS,Not Active
AIM,Aerosonic Corp.,GOOG/AMEX_AIM,DMDRN/AIM_ALLFINANCIALRATIOS,Not Active
AIMC,Altra Holdings,GOOG/NASDAQ_AIMC,DMDRN/AIMC_ALLFINANCIALRATIOS,Active
AIMI,Affinity Intl Marketing Inc,NA,DMDRN/AIMI_ALLFINANCIALRATIOS,Not Active
AIMM,AutoImmune Inc.,GOOG/PINK_AIMM,DMDRN/AIMM_ALLFINANCIALRATIOS,Not Active
AIN,Albany International Corp.,GOOG/NYSE_AIN,DMDRN/AIN_ALLFINANCIALRATIOS,Active
AIND,Arnold Inds.,NA,DMDRN/AIND_ALLFINANCIALRATIOS,Not Active
AINN,Applied Innovation,NA,DMDRN/AINN_ALLFINANCIALRATIOS,Not Active
AINV,Apollo Investment Corp.,GOOG/NASDAQ_AINV,DMDRN/AINV_ALLFINANCIALRATIOS,Active
AIPC,American Italian Pasta Co,NA,DMDRN/AIPC_ALLFINANCIALRATIOS,Not Active
AIPN,Amer. Intl. Petrol. Corp.,NA,DMDRN/AIPN_ALLFINANCIALRATIOS,Not Active
AIQ,Alliance Healthcare Services,GOOG/NYSE_AIQ,DMDRN/AIQ_ALLFINANCIALRATIOS,Active
